University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,SGPA_CGPA_Gap,Study_Intensity,Total_Learning_Hours,Social_Study_Ratio
2018,Male,24,2017,BCSE,13,No,No,2,1,Online,Yes,Yes,2,Advance,90,No,No,No,Web development,4,Hardware,Engaged,No,Family,No,2.65,No,2.97,130,62488,0.3200000000000003,2,6,0.9523809523809523
2020,Male,22,2019,BCSE,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,87,No,No,No,Programming,1,Cybersecurity,Single,No,Bachelor,No,3.29,No,3.65,100,100000,0.3599999999999999,2,3,1.4285714285714286
2020,Female,20,2019,BCSE,8,No,Yes,3,2,Online,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,2,Machine Learning,Single,Yes,Family,No,3.14,No,3.62,95,48400,0.48,6,5,0.6451612903225806
2017,Male,24,2016,BCSE,17,No,No,4,2,Offline,Yes,Yes,8,Intermediate,80,Yes,Yes,Yes,Web development,10,Software,Single,No,Family,Yes,3.15,No,3.39,140,30000,0.2400000000000002,8,14,1.9512195121951221
2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,3.46,No,3.55,88,80000,0.08999999999999986,4,5,0.9523809523809523
2020,Female,22,2019,BCSE,8,No,No,1,1,Online,Yes,Yes,3,Intermediate,99,No,No,Yes,Software Development,0,Software,Single,No,Family,No,3.32,No,3.17,85,40000,-0.1499999999999999,1,1,2.727272727272727
2020,Female,21,2019,BCSE,7,Yes,Yes,3,1,Offline,Yes,Yes,4,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.21,No,3.36,76,25000,0.1499999999999999,3,5,1.2903225806451613
2022,Male,19,2020,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,3.93,No,3.93,11,15000,0.0,10,9,0.3921568627450981
2019,Male,24,2017,BCSE,11,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Single,No,Family,No,3.94,No,3.76,130,40000,-0.18000000000000016,12,9,0.1639344262295082
2021,Female,22,2021,BCSE,3,No,No,4,2,Online,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.87,No,2.31,24,200000,-0.56,8,6,0.7317073170731708
2021,Male,21,2020,BCSE,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.31,No,3.27,49,30000,-0.040000000000000036,9,5,0.6451612903225806
2022,Female,19,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,4.0,Yes,4.0,11,35000,0.0,10,6,0.19607843137254904
2022,Male,20,2020,BCSE,2,Yes,No,0,0,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,1,Software,Single,No,Bachelor,No,4.0,No,4.0,12,20000,0.0,0,1,40.0
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning,Single,No,Bachelor,Yes,2.08,No,2.68,20,50000,0.6000000000000001,1,2,1.8181818181818181
2021,Female,22,2020,BCSE,3,No,Yes,6,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,No,2.62,No,2.64,18,5000,0.020000000000000018,12,8,0.49180327868852464
2022,Male,19,2020,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.89,No,3.89,12,35000,0.0,2,4,3.8095238095238093
2018,Female,23,2016,BCSE,14,No,Yes,2,1,Offline,Yes,Yes,8,Advance,70,Yes,No,Yes,Networking,1,Machine Learning,Relationship,No,Family,No,2.75,No,2.88,111,70000,0.1299999999999999,2,3,3.8095238095238093
2020,Male,22,2018,BCSE,8,No,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,Web development,3,Software,Single,No,Family,No,4.0,No,3.97,87,30000,-0.029999999999999805,10,8,0.3921568627450981
2020,Male,22,2018,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.57,No,3.57,90,40000,0.0,6,5,0.6451612903225806
2020,Female,22,2018,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software Development,0,Software,Single,No,Bachelor,Yes,3.19,No,3.41,90,62488,0.2200000000000002,2,2,0.9523809523809523
2019,Male,23,2018,BCSE,11,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Web development,3,Software,Single,No,Bachelor,No,3.6,No,3.9,130,24000,0.2999999999999998,16,11,0.2469135802469136
2020,Female,20,2019,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software Development,3,Software,Single,No,Family,No,2.88,No,2.88,68,100000,0.0,12,9,0.9836065573770493
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.74,No,2.74,23,20000,0.0,6,5,1.9354838709677418
2021,Female,20,2019,BCSE,3,No,Yes,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,1.41,No,2.55,25,10000,1.14,15,8,0.5882352941176471
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.42,No,3.32,122,40000,-0.10000000000000009,10,7,0.5882352941176471
2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.1,No,3.08,118,40000,-0.020000000000000018,10,7,0.5882352941176471
2020,Male,21,2019,BCSE,8,Yes,No,2,1,Online,Yes,Yes,1,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Bachelor,No,3.96,No,3.86,87,120000,-0.10000000000000009,2,4,0.47619047619047616
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,3.29,No,3.29,11,40000,0.0,6,4,0.6451612903225806
2022,Female,22,2017,BCSE,1,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.75,No,3.75,12,50000,0.0,9,5,0.9677419354838709
2020,Female,21,2019,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.66,No,3.8,87,50000,0.13999999999999968,10,7,0.3921568627450981
2022,Female,20,2019,BCSE,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,Programming,2,NETWORKING,Single,Yes,Family,No,0.0,No,0.0,0,45000,0.0,6,4,0.47619047619047616
2019,Male,21,2019,BCSE,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,2,NETWORKING,Single,No,Bachelor,No,3.88,No,3.71,92,30000,-0.16999999999999993,8,6,0.24390243902439027
2020,Male,22,2018,BCSE,8,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,4.0,No,3.89,75,30000,-0.10999999999999988,2,4,0.47619047619047616
2019,Male,21,2018,BCSE,8,Yes,Yes,2,2,Offline,No,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.64,No,3.42,100,18000,-0.2200000000000002,4,4,1.4285714285714286
2018,Male,25,2016,BCSE,13,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,No,Family,No,2.4,No,2.41,86,50000,0.010000000000000231,4,4,1.4285714285714286
2021,Female,20,2020,BCSE,2,No,No,2,1,Offline,Yes,No,3,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,2.67,No,2.67,12,25000,0.0,2,4,1.4285714285714286
2021,Female,22,2018,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,Software,Married,No,Family,Yes,2.86,No,2.86,15,50000,0.0,8,7,0.7317073170731708
2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,2.63,No,3.07,27,25000,0.43999999999999995,1,2,1.8181818181818181
2020,Female,21,2018,BCSE,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,Yes,3.48,No,3.74,87,20000,0.26000000000000023,6,5,0.3225806451612903
2022,Male,19,2020,BCSE,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,3.75,No,3.75,12,30000,0.0,1,2,3.6363636363636362
2019,Male,21,2019,BCSE,8,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.94,No,3.88,90,30000,-0.06000000000000005,2,4,0.47619047619047616
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0,40000,0.0,2,3,2.380952380952381
2022,Female,20,2020,BCSE,1,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.0,No,4.0,13,62488,0.0,2,4,0.9523809523809523
2020,Female,21,2018,BCSE,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Software,Engaged,No,Family,Yes,3.5,No,3.63,87,90000,0.1299999999999999,4,3,0.9523809523809523
2022,Male,19,2020,BCSE,2,Yes,No,3,1,Online,Yes,Yes,2,Basic,85,No,No,No,Cyber security,1,Software,Single,No,Family,No,1.91,No,1.75,6,300000,-0.15999999999999992,3,4,0.6451612903225806
2022,Male,20,2021,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,Software,Single,No,Family,No,3.85,No,3.85,11,30000,0.0,4,3,0.47619047619047616
2020,Male,22,2019,BCSE,8,No,Yes,1,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Video editing,2,Machine Learning,Single,Yes,Bachelor,No,1.97,No,2.77,85,40000,0.8,1,3,1.8181818181818181
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Family,No,3.51,No,3.51,11,40000,0.0,2,5,0.9523809523809523
2022,Male,21,2019,BCSE,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,3.85,No,3.85,11,20000,0.0,6,5,0.6451612903225806
2022,Female,20,2020,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.0,No,4.0,11,50000,0.0,9,5,1.6129032258064515
2022,Male,19,2020,BCSE,2,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,3.21,No,3.21,11,40000,0.0,8,5,0.24390243902439027
2020,Female,22,2019,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Software Development,2,Hardware,Single,Yes,Family,No,3.15,No,3.65,84,50000,0.5,6,5,0.6451612903225806
2022,Male,21,2020,BCSE,2,Yes,No,4,3,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Bachelor,Yes,3.1,No,3.1,14,20000,0.0,12,5,0.24390243902439027
2019,Male,23,2016,BCSE,10,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Mentoring,3,Machine Learning,Single,No,Bachelor,No,3.22,No,3.47,95,13500,0.25,1,4,1.8181818181818181
2021,Female,22,2019,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.52,No,3.77,23,25000,0.25,6,5,1.2903225806451613
2021,Female,20,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.24,No,3.32,23,80000,0.07999999999999963,4,3,0.9523809523809523
2019,Male,23,2017,BCSE,11,No,Yes,10,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,4,Software,Single,Yes,Bachelor,Yes,3.94,Yes,3.95,126,25000,0.010000000000000231,30,14,0.19801980198019803
2020,Female,22,2018,BCSE,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,Machine Learning,Single,Yes,Family,No,2.5,No,2.85,90,70000,0.3500000000000001,4,5,1.707317073170732
2020,Female,21,2018,BCSE,8,No,Yes,3,1,Offline,Yes,Yes,3,Basic,88,No,No,No,graphic design,5,NETWORKING,Single,No,Bachelor,Yes,2.65,No,2.85,70,35000,0.20000000000000018,3,8,0.9677419354838709
2021,Male,20,2020,BCSE,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software Development,1,Software,Single,No,Family,No,2.91,No,2.91,11,25000,0.0,4,2,5.454545454545454
2015,Male,26,2014,BCSE,22,No,Yes,5,4,Offline,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,1,Software,Single,No,Bachelor,No,3.22,No,2.83,103,25000,-0.3900000000000001,20,6,0.19607843137254904
2020,Male,21,2019,BCSE,7,Yes,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.67,No,3.48,75,62488,-0.18999999999999995,1,2,0.9090909090909091
2022,Female,21,2019,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4.0,No,4.0,12,30000,0.0,2,3,1.8181818181818181
2022,Male,21,2020,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,5,Basic,95,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,3.92,No,3.92,12,35000,0.0,3,4,1.6129032258064515
2019,Male,23,2018,BCSE,11,No,No,6,2,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development,5,UI/UX,Single,No,Bachelor,No,3.02,No,3.05,123,40000,0.029999999999999805,12,11,0.9836065573770493
2020,Female,21,2019,BCSE,8,No,Yes,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,Programming,2,NETWORKING,Single,No,Family,No,3.77,No,3.69,88,5000,-0.08000000000000007,26,15,0.07633587786259542
2021,Male,21,2020,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.89,No,3.7,35,90000,-0.18999999999999995,2,3,1.4285714285714286
2014,Female,25,2013,BCSE,15,No,Yes,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,Software,Married,No,Family,No,3.06,No,2.86,140,40000,-0.20000000000000018,12,6,0.24390243902439027
2019,Male,21,2019,BCSE,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,Software,Single,Yes,Family,Yes,3.66,No,3.01,77,45000,-0.6500000000000004,2,4,3.6363636363636362
2020,Female,22,2018,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,NETWORKING,Single,No,Bachelor,No,2.15,No,2.54,70,25000,0.3900000000000001,3,7,0.9677419354838709
2017,Male,24,2017,BCSE,9,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,Programming,2,Software,Single,No,Family,No,3.39,No,3.29,90,40000,-0.10000000000000009,1,3,0.9090909090909091
2019,Female,22,2018,BCSE,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,1,Software,Single,No,Family,No,3.78,No,3.54,125,60000,-0.23999999999999977,2,3,0.9523809523809523
2017,Male,25,2016,BCSE,16,No,Yes,6,3,Online,Yes,Yes,4,Intermediate,90,No,No,Yes,Software Development,4,Software,Single,Yes,Family,No,3.51,No,3.51,143,100000,0.0,18,10,0.6557377049180328
2020,Male,22,2016,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,Hardware,Single,No,Bachelor,Yes,2.92,No,2.9,58,62488,-0.020000000000000018,1,2,1.8181818181818181
2019,Female,21,2019,BCSE,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,2.13,No,2.45,87,40000,0.3200000000000003,10,7,0.5882352941176471
2020,Male,22,2019,BCSE,7,No,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Bachelor,Yes,3.4,No,2.8,80,35000,-0.6000000000000001,2,3,0.9523809523809523
2022,Female,20,2020,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,30000,0.0,6,4,0.6451612903225806
2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning,Single,Yes,Family,Yes,3.4,No,3.5,87,40000,0.10000000000000009,4,5,0.47619047619047616
2021,Male,20,2020,BCSE,4,No,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Market Analysis,1,Software,Single,Yes,Family,No,2.59,No,3.01,24,40000,0.41999999999999993,1,2,0.9090909090909091
2020,Female,21,2019,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,97,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.78,No,3.77,87,15000,-0.009999999999999787,2,3,1.4285714285714286
2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,1.75,No,1.75,11,30000,0.0,2,4,4.761904761904762
2020,Male,22,2019,BCSE,7,No,No,0,0,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,0,Hardware,Single,Yes,Bachelor,Yes,3.4,No,3.65,75,50000,0.25,0,0,20.0
2021,Female,21,2021,BCSE,3,Yes,No,7,2,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,Hardware,Single,No,Bachelor,No,1.52,No,1.64,8,60000,0.11999999999999988,14,8,0.4225352112676057
2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Family,Yes,3.66,No,3.37,123,60000,-0.29000000000000004,2,5,1.9047619047619047
2020,Male,20,2019,BCSE,8,No,No,1,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,No,Web development,3,Web Development,Single,Yes,Bachelor,No,3.5,No,3.12,90,25000,-0.3799999999999999,3,4,1.8181818181818181
2019,Female,23,2017,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Intermediate,70,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.59,No,3.55,123,50000,-0.040000000000000036,2,4,1.9047619047619047
2021,Male,20,2019,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,3.03,No,3.03,23,7000,0.0,8,7,0.7317073170731708
2020,Male,23,2018,BCSE,8,Yes,No,2,3,Offline,Yes,Yes,2,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.94,No,3.9,91,20000,-0.040000000000000036,6,3,0.9523809523809523
2021,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,3,Hardware,Single,Yes,Family,No,4.0,No,4.0,12,40000,0.0,6,6,0.6451612903225806
2020,Female,22,2019,BCSE,7,No,Yes,3,2,Offline,Yes,Yes,4,Intermediate,97,No,No,Yes,Programming,3,Hardware,Single,No,Family,No,3.49,No,3.44,80,45000,-0.050000000000000266,6,6,1.2903225806451613
2020,Female,21,2019,BCSE,8,Yes,Yes,1,3,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,1,UI/UX,Single,Yes,Family,Yes,3.0,No,3.1,87,30000,0.10000000000000009,3,2,0.9090909090909091
2019,Male,24,2018,BCSE,11,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,91,No,No,Yes,Web development,6,Hardware,Single,Yes,Family,No,3.45,No,3.34,117,19000,-0.11000000000000032,6,9,0.3225806451612903
2020,Male,20,2019,BCSE,6,No,No,2,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Programming,2,NETWORKING,Single,No,Family,Yes,3.58,No,3.5,72,50000,-0.08000000000000007,2,4,1.9047619047619047
2019,Female,21,2018,BCSE,11,No,No,4,3,Online,Yes,Yes,3,Advance,80,Yes,Yes,Yes,Programming,1,NETWORKING,Married,No,Family,No,2.96,No,2.61,96,100000,-0.3500000000000001,12,5,0.7317073170731708
2021,Female,21,2019,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.38,No,3.53,24,40000,0.1499999999999999,2,3,0.9523809523809523
2021,Female,20,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.12,No,3.07,24,50000,-0.050000000000000266,2,3,1.4285714285714286
2018,Male,24,2017,BCSE,13,No,No,3,1,Online,Yes,Yes,2,Basic,98,Yes,No,Yes,Programming,2,UI/UX,Married,No,Bachelor,No,2.86,No,2.88,133,30000,0.020000000000000018,3,5,0.6451612903225806
2019,Female,20,2019,BCSE,10,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Web development,1,Data Science,Single,No,Family,No,3.1,No,3.27,88,45000,0.16999999999999993,8,5,0.24390243902439027
2021,Male,23,2020,BCSE,2,Yes,Yes,1,2,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.92,No,3.92,11,20000,0.0,2,3,0.9090909090909091
2018,Male,24,2017,BCSE,14,No,No,3,3,Offline,Yes,Yes,5,Advance,95,Yes,No,No,Programming,2,Software,Relationship,No,Family,No,2.76,No,2.64,136,25000,-0.11999999999999966,9,5,1.6129032258064515
2019,Female,22,2018,BCSE,10,Yes,No,2,1,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Python,1,Machine Learning,Single,Yes,Bachelor,Yes,3.52,No,3.78,112,62488,0.2599999999999998,2,3,2.857142857142857
2019,Male,23,2017,BCSE,11,Yes,No,3,2,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Relationship,Yes,Bachelor,No,4.0,No,3.9,123,25000,-0.10000000000000009,6,6,0.3225806451612903
2020,Male,23,2019,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.84,No,3.78,90,62488,-0.06000000000000005,3,5,0.9677419354838709
2019,Female,22,2018,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,6,Intermediate,86,No,No,No,Programming,2,Software,Single,No,Family,No,3.44,No,3.46,125,300000,0.020000000000000018,1,3,5.454545454545454
2019,Male,21,2018,BCSE,10,No,Yes,3,3,Online,Yes,Yes,2,Basic,99,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.11,No,3.0,105,62488,-0.10999999999999988,9,4,0.6451612903225806
2022,Male,21,2020,BCSE,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,2.98,No,2.98,11,30000,0.0,4,5,0.48780487804878053
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,6,Basic,100,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.43,No,3.43,12,25000,0.0,6,6,1.9354838709677418
2022,Male,21,2020,BCSE,2,Yes,No,9,3,Offline,Yes,Yes,3,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.98,No,3.98,28,40000,0.0,27,11,0.32967032967032966
2013,Female,26,2012,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,2,Basic,90,Yes,No,Yes,Networking,3,NETWORKING,Married,Yes,Family,No,3.08,No,3.15,89,50000,0.06999999999999984,4,5,0.9523809523809523
2019,Female,22,2017,BCSE,11,No,No,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,5,Machine Learning,Single,Yes,Family,Yes,3.1,No,3.16,122,20000,0.06000000000000005,4,7,0.9523809523809523
2021,Male,19,2020,BCSE,4,No,Yes,3,2,Offline,Yes,Yes,1,Basic,95,Yes,No,No,Problem solving,1,Software,Single,No,Family,No,2.37,No,2.46,31,50000,0.08999999999999986,6,4,0.3225806451612903
2022,Male,20,2018,BCSE,1,Yes,No,4,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,30000,0.0,8,6,0.48780487804878053
2022,Male,21,2019,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.58,No,3.58,12,40000,0.0,2,2,1.8181818181818181
2019,Male,22,2019,BCSE,8,Yes,Yes,4,2,Offline,Yes,Yes,3,Advance,100,No,Yes,Yes,Programming,4,NETWORKING,Single,Yes,Bachelor,Yes,3.36,Yes,3.47,87,80000,0.11000000000000032,8,8,0.7317073170731708
2022,Female,18,2021,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Haven't started yet,1,Software,Single,No,Family,No,0.0,No,0.0,0,150000,0.0,6,4,0.6451612903225806
2022,Female,20,2021,BCSE,1,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Haven't started yet,2,Software,Single,No,Family,No,0.0,No,0.0,0,45000,0.0,4,4,0.47619047619047616
2022,Male,19,2021,BCSE,1,Yes,Yes,4,2,Offline,Yes,Yes,2,Basic,62,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,20000,0.0,8,6,0.48780487804878053
2021,Male,22,2020,BCSE,5,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,90,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,2.9,No,2.19,36,60000,-0.71,9,5,0.9677419354838709
